"movie","chapter","character","dialog"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","We've already told you, we're not privyed to the meetings. But we do know a few things."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","Some of the Order are following known Death Eaters, like Lucious Malfoy."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","What's this Order everyone's talking about?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","The Order of the Phoenix. Dumbledore started it last time to fight You-Know-Who. He only reorganized it after last term."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","You can come down now, the meeting's over."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","Arthur-"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","Well, the Ministry is furious with you."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Why?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","You'll have to go to an disciplinary meeting tomorrow."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Okay."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","I'm not really hungry. I think I'll go to bed."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","You surprise me, Harry. I figured the first thing you'd do is start asking about Voldemort."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","I wanted to, but I didn't think you'd tell me anything."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","And that was quite right, Harry! You're much to young--"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He has a right to know, Molly."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","It's not your decision!"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","I know what Dumbledore said, but he needs to know something."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He's not a child, Molly."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","He's not an adult either!"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","I only have Harry's best interests at heart."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He's not your son."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","Who else does he have, then?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He's got me. He's like a son to me."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","What do you want to know, Harry?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Where's Voldemort? What's he doing?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He's hiding for the moment, because the Ministry is ignoring his return and he doesn't want that to change."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","How?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","The last person You-Know-Who wanted to alert was Dumbledore."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","And what's his plan?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He's building up his army again, just like before."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","And you're stopping him from gaining followers?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Remus Lupin","We're doing our best, but it's proving to be...difficult."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","You see, when the Ministry of Magic insists that Voldemort isn't back."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","But...why?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Remus Lupin","Fudge likes being Minister of Magic. If it turns out that Voldemort came back under his watch, he'll be sacked."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","But you're telling people, right?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","Well, they think I'm a mass- murderer, Lupin is a werewolf, Tonks and Arthur would lose their jobs at the Ministry..."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Remus Lupin","But Dumbledore is doing all he can."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Arthur Weasley","If he keeps it up, he might end up in Azkaban. And that would give You- Know-Who a clear field to--"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","What?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","You-Know-Who wants something. Something he didn't have last time. A weapon."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","What kind of weapon?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Remus Lupin","I'm sorry, Harry, we can't say anything more."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","Morning, dear! Did you have a good sleep?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","No, my scar kept hurting."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Yeah...nerves..."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","Good luck, Harry!"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","They'll have to let you off, Harry... You were defending"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Thanks, Hermione."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","What does he get a hug for?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","Oh, sure, that's why."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","Me? Jealous? Of course not, it just doesn't seem fair that you hug one friend more than the other, is all..."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","Would you like a hug?"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Well, come on, Harry. Time to go."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Harry Potter","Bye."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Good, good, not very many Muggles."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Well, come on Harry, in we go."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","I do love using the Fellytone! Now, let's see, what's the number again..."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Witch","Welcome to the Ministry of Magic. Please state your business."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Harry Potter, disciplinary hearing."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Witch","Pleas stand by."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Keep close, Harry!"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Ah, Perkins, good morn-"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Perkins","Arthur, they've changed the time of Potter's hearing."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Blast! Dumbledore thought they might try that."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Perkins","It started at eight!"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Good lord, that was five minutes ago! Come on, Harry!"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Witch","Department of Mysteries."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Harry Potter","Department of Mysteries?"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Yep, I've got no idea what they get up to in here, it's top secret."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Come on, Harry!"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Harry Potter","I've been there before..."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Now, Harry, I find that highly unlikely..."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","There you are, Harry, in you go...good luck..."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","You're late."
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","Er...sorry."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","No matter, the accused will take his seat."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Very well, we are ready to begin."
"Harry Potter and the Order of the Phoenix","The Hearing","Albus Dumbledore","Witness for the Defence, Albus Percival Wulfric Brian Dumbledore."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Ah...you...er...got our message that the time had changed, did you?"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Well. The...ah...charges."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","The charges against the accused shall now be read into the record: That the accused did with deliberation and fore-knowledge of the illegality of his actions, produce a patronus charm in full sight of a Muggle."
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","Yes."
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","Yes, but-"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Within full sight of a Muggle?"
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","Yes, but-"
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","You produced a Patronus? A fully- formed Patronus, with a clearly- defined shape?"
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","Yes."
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","That is most remarkable, Mr. Potter."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","It doesn't matter how impressive it was!"
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","But I did it because of the Dementors!"
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","What do you mean?"
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Ah, yes, yes, another cock-and-bull story."
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","Dementors in Little Whinging?"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Oh, come now, Susan. He's clearly lying."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","We haven't got time to-"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Very well. Weasley, fetch the witness."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Full name?"
"Harry Potter and the Order of the Phoenix","The Hearing","Arabella Figg","Arabella Doreen Figg, resident of Little Whinging."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","So...what is your story?"
"Harry Potter and the Order of the Phoenix","The Hearing","Arabella Figg","I was sitting on my porch when I saw the two Dementors gliding towards the two boys."
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","What did the Dementors look like?"
"Harry Potter and the Order of the Phoenix","The Hearing","Arabella Figg","Well, they were big and wore great, tattered cloaks."
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","Anything else?"
"Harry Potter and the Order of the Phoenix","The Hearing","Arabella Figg","I-I felt them. It was horrible...like I would never be happy again."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Very well, you may go."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Not very convincing."
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","Oh, I disagree. She described their effects very completely."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","So two Dementors just happen to be in Little Whinging? I think not..."
"Harry Potter and the Order of the Phoenix","The Hearing","Albus Dumbledore","Only if the Dementors are still taking their orders from only the Ministry these days. I believe you know my views on this, Cornelius."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Yes, and they're nothing but bilge, Dumbledore."
"Harry Potter and the Order of the Phoenix","The Hearing","Dolores Umbridge","Excuse me, Dumbledore, but did you just accused the Ministry of Magic of ordering an attack on this boy?"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Dementors are irrelevant!"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Well, yes, if he's telling the truth!"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Very well, all for clearing the accused of charges?"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","All opposed?"
"Harry Potter and the Order of the Phoenix","The Hearing","Albus Dumbledore","Excellent."
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Harry, you've been let off! That's wonderful!"
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","You were tried by the full court?"
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","I think so, yeah."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","Er...is Percy mad at you?"
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Ah...yes...I'm afraid we had a bit of a row. He, well, he sided with Fudge and the rest of us sided with Dumbledore, so Percy left."
"Harry Potter and the Order of the Phoenix","The Originals","Lucius Malfoy","Well, well, if it isn't Patronus Potter."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","What are you doing here?"
"Harry Potter and the Order of the Phoenix","The Originals","Lucius Malfoy","Come now, Potter, I really don't think that private matters between the Minister and myself are any concern of yours."
"Harry Potter and the Order of the Phoenix","The Originals","Lucius Malfoy","Shall we continue this in your"
"Harry Potter and the Order of the Phoenix","The Originals","Cornelius Fudge","Certainly."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","If he wanted to talk to the Minister, why down here?"
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Dunno, Harry. Some things are just beyond comprehension."
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Settle down, you three!"
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Sirius, we saw Fudge talking with Lucius Malfoy on Level Nine again. Tell Dumbledore, next time he comes in, would you?"
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","Yeah, absolutely."
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Well, I'd better be off. I've got a bewitched vomiting toilet to deal with."
"Harry Potter and the Order of the Phoenix","The Originals","Fred Weasley","George, remember that concept. Vomiting Toilet."
"Harry Potter and the Order of the Phoenix","The Originals","George Weasley","Right you are, Fred."
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Also, I'm covering for Tonks on guard duty later tonight, so I won't be back until late."
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","Harry!"
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","You all right, Harry?"
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","Yeah...just...my scar...the pain is getting stronger."
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","Harry, I've got something that might interest you."
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","This was the original Order of the Phoenix. Found it while we were cleaning."
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","There's Mad-eye and Dumbledore, right next to Dedalus Diggle; Marlene McKinnon, she was killed two weeks after this was taken...;"
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","then there's Frank and Alice Longbottom, tortured into insanity by Death Eaters; Lupin, of course.."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","My parents."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","I miss them, Sirius..."
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","I know, Harry, I know. I miss them too."
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","It's not fair that I got to spend so much time with them and you didn't..."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","Why'd they have to die, Sirius, why?"
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","I know I'm not your father, Harry, but I'll always be there for you, if I can help it..."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","Thanks."
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","Kreacher, get out of here! Now!"
"Harry Potter and the Order of the Phoenix","The Originals","Kreacher","Oh, how the old Mistress would weep to see the traitor in her house..."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","Who..who was that?"
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","Kreacher. He's been alone with the house for years, he's gone a bit funny."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Hermione Granger","Harry, Ron and I, we've been named House Prefects! She hands Harry a letter."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Hermione Granger","What about you, Harry?"
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Hermione Granger","Are you sure? I would have thought you would get one!"
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Harry Potter","I'm sure. Nothing."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Harry Potter","So...congratulations Ron, Hermione..."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Ron Weasley","Come on, lets go back downstairs!"
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Harry Potter","Yes, do go enjoy yourselves."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Harry Potter","What is that?"
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Harry Potter","Yes it is, it's right there!"
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Luna Lovegood","I see them too, Harry."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Harry Potter","Er...you are?"
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Luna Lovegood","Luna. Luna Lovegood."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Harry Potter","Well, thanks Luna."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Harry Potter","Hagrid's cabin looks deserted."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Hermione Granger","I hope he's all right..."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Ron Weasley","What if he were still on his..."
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Ron Weasley","What if he's still on his mission from Dumbledore?"
"Harry Potter and the Order of the Phoenix","Luna Lovegood","Harry Potter","Yeah, could be."
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Albus Dumbledore","I beg a few moments of your attention, as I have a few start of term announcements. Right off, our caretaker, the good Mr. Filch, has reminded me for what he says is the four-hundred and sixty-second time that he had an annually updated list of various banned items, usually introduced by our humour experts Fred and George Weasley..."
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Albus Dumbledore","... which are posted in an extensive list on the door to Mr. Filch's door."
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Albus Dumbledore","Also, we have two staffing changes this year. Professor Grubby-Plank will be taking the post of Care of Magical Creatures post as Professor Hagrid is on...extended leave."
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Albus Dumbledore","Additionally, we have Professor Umbridge, who has kindly agreed to fill the post of Defense Against the Dark Arts-—"
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Dolores Umbridge","Hem, hem, Headmaster, if I could address the school?"
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Dolores Umbridge","Thank you, Headmaster. Now, how are we all doing tonight? I thought I would just say a few words. I am here at the Ministry of Magic's bequest, under Educational Decree twenty-two, which states that if the Headmaster of Hogwarts is unable to fill any teaching post the Ministry shall select one for the position."
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Dean Thomas","So why didn't your mum want you to come back to Hogwarts, Seamus?"
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Harry Potter","What?"
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Seamus Finnigan","Me mam didn't want me to come back to Hogwarts..."
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Harry Potter","Why?"
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Seamus Finnigan","Well...because of you..."
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Harry Potter","What did I do?"
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Seamus Finnigan","She...well, she figure's you're, well...you're lying about You-Know- Who and Dumbledore's a right nutter..."
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Harry Potter","Where'd she get that from?"
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Harry Potter","No one believes me, Hedwig. No one..."
"Harry Potter and the Order of the Phoenix","Preserve, Perfect and Prune","Harry Potter","I'm alone..."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","Sorry, Professor..."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Hmm, let's see, five points from Gryffindor for coming in late."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Now, as I was saying before Mr. Potter interrupted with his antics, your Defense Against the Dark Arts education has been rather fragmented and disjointed in your past classes, hasn't it?"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","I will be following a pre-approved Ministry-prepared, theory-centered Defense lesson plan."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Copy this down."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Yes?"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Hermione Granger","I wanted to know something about your course aims."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Well, they should be perfectly self- evident."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Hermione Granger","But surely the whole point of Defense against the dark arts is practical application?"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Miss Granger, this class has been approved by Ministry experts. Are you a Ministry Expert?"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Hermione Granger","No, but-"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Then you have no business challenging those who are. We will be learning about spells in a safe, risk-free environment-"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Hermione Granger","But we've got O.W.L.s coming up! You expect us to do the spells with no practice?"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","What good's theory in the real world?"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","What about Lord Voldemort?"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Ten points from Gryffindor, Mr. Potter. Let me set the record straight."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Some of you have been told that a certain dead wizard has returned. This is a lie."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","It-is-NOT-a-LIE!"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Mr. Potter, you have just landed yourself in detention!"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","So, according to you, Cedric Diggory dropped dead? Or are you calling me a murderer?"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","The boy's death was a tragic accident."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","It was MURDER! I saw it happen!"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","Mr Potter, you have earned yourself a week's worth of detentions!"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","Yeah, talk to somebody who cares."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Dolores Umbridge","That goes to Professor McGonagall, dear."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","Yeah. But she called me a liar!"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","Yes, Professor."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Minerva McGonagall","Good. Off you go."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Hermione Granger","How can Dumbledore let that horrible woman teach? And when we're taking our OWL tests too!"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Ron Weasley","You reckon she's here to spy on us?"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Hermione Granger","Well, not us specifically, but definitely Dumbledore and the Order."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","Oh! Sorry..."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Angelina Johnson","Yeah, well, you're going to have to get out of it somehow. We're holding tryouts for Keeper now Wood's gone, and I wanted to have the whole team there."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","I'll never get out of it, Angelina."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Angelina Johnson","Well, just...don't do it again!"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Ron Weasley","Well, Harry, shall we start on Snape's report?"
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","Later, I've got detention."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Hermione Granger","Good luck, Harry."
"Harry Potter and the Order of the Phoenix","Professor Umbridge's Class","Harry Potter","Thanks."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Dolores Umbridge","Ah, Potter. Sit down."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Dolores Umbridge","You're going to be doing lines, tonight, Mr. Potter, and you'll be using this quill."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Dolores Umbridge","You will write ""I will not tell lies"" until I tell you to stop. Understand?"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Harry Potter","There's no ink."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Dolores Umbridge","Oh...you won't need ink."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Dolores Umbridge","Problem, Potter?"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Dolores Umbridge","That's enough for this evening. Same time, tomorrow, and we'll see if we can get the message to sink in a bit deeper."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Hermione Granger","Hey, Harry."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Hermione Granger","Have you seen Ron? I can't find him anywhere."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Harry Potter","No, I haven't."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Hermione Granger","He's been acting fishy all week. He's up to something."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Dolores Umbridge","That's enough for tonight, Potter. Let's see that hand."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Ron Weasley","Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Ron Weasley","Harry--bloody hell!"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Hermione Granger","He's got to be taken to the hospital wing."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Ron Weasley","You said she was making you do lines!"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Harry Potter","She is. But the quill has some sort of spell on it. It uses blood for ink."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Hermione Granger","That old hag! She's sick!"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Harry Potter","No, I'm telling anyone."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Hermione Granger","Harry, I really think you should tell--"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Harry Potter","No!"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Harry Potter","I don't need his help. I don't need anyone's help."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Hermione Granger","Hagrid's still not back yet. I hope he's all right."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Harry Potter","I've asked Sirius about it."
